account,amount,time,refund,prize,period
25714905,2,6/17/14 8:01,0,1,12
25838958,1,6/17/14 8:01,0,1,1
25938677,2,6/17/14 8:01,0,1,4
26020865,0.5,6/17/14 8:01,0,1,1
26106498,0.75,6/17/14 8:01,0,1,4
26146389,1,6/17/14 8:01,0,1,1
27278479,1.5,6/17/14 8:01,0,1,6
27747770,2,6/17/14 8:01,0,1,12
27758968,1,6/17/14 8:01,0,1,5
27852614,1,6/17/14 8:01,0,1,26
27998075,1,6/17/14 8:01,0,1,8
28325091,1.5,6/17/14 8:01,0,1,6
28518133,0.5,6/17/14 8:01,0,1,12
28533065,0.75,6/17/14 8:01,0,1,1
29181824,2,6/17/14 8:01,0,1,1
29449181,2,6/17/14 8:01,0,1,4
378628,50,6/17/14 8:05,0,0,5
15221342,20,6/17/14 8:20,0,0,5
18625150,30,6/17/14 8:22,0,0,2
10640450,25,6/17/14 8:25,0,0,8
23311066,20,6/17/14 8:28,0,0,8
11126286,50,6/17/14 8:29,0,0,8
16593230,20,6/17/14 8:35,0,0,9
274843,20,6/17/14 8:36,0,0,2
11524913,20,6/17/14 8:38,0,0,9
6597361,15,6/17/14 8:39,0,0,5
26344921,90,6/17/14 8:41,0,0,2
25576269,27,6/17/14 8:42,0,0,27
26473124,20,6/17/14 8:47,0,0,5
14679546,20,6/17/14 8:49,0,0,8
16057493,100,6/17/14 8:53,0,0,8
25208151,10,6/17/14 8:56,0,0,7
13743734,20,6/17/14 9:00,0,0,6
10828524,8,6/17/14 9:03,0,0,9
19620712,5,6/17/14 9:04,0,0,6
14990850,18,6/17/14 9:16,0,0,8
22789676,10,6/17/14 9:20,0,0,27
23118291,20,6/17/14 9:25,0,0,6
29449181,30,6/17/14 9:28,0,0,5
7243729,5,6/17/14 9:38,0,0,9
27840388,70,6/17/14 9:38,0,0,6
24195945,15,6/17/14 9:45,0,0,8
22297841,15,6/17/14 10:02,0,0,5
21236221,60,6/17/14 10:02,0,0,2
20682656,10,6/17/14 10:20,0,0,1
13497150,10,6/17/14 10:20,0,0,1
16154644,15,6/17/14 10:22,0,0,1
23627199,10,6/17/14 10:25,0,0,9
24243117,15,6/17/14 10:27,0,0,1
20516264,22,6/17/14 10:28,0,0,1
6041738,14,6/17/14 10:28,0,0,1
15269459,15,6/17/14 10:28,0,0,1
2803645,20,6/17/14 10:29,0,0,1
25682959,20,6/17/14 10:32,0,0,1
28599453,20,6/17/14 10:32,0,0,1
20764330,15,6/17/14 10:33,0,0,1
10856045,15,6/17/14 10:34,0,0,1
12292738,20,6/17/14 10:35,0,0,1
3402642,50,6/17/14 10:35,0,0,7
29627599,5,6/17/14 10:39,0,0,6
20516264,10,6/17/14 10:39,0,0,1
25116854,20,6/17/14 10:41,0,0,9
15367175,15,6/17/14 10:47,0,0,2
13497150,7,6/17/14 10:51,0,0,1
4198623,200,6/17/14 10:59,0,0,2
4198623,-200,6/17/14 10:59,1,0,2
13582838,20,6/17/14 11:01,0,0,9
23118291,20,6/17/14 11:04,0,0,6
4198623,150,6/17/14 11:15,0,0,2
13582838,10,6/17/14 11:19,0,0,9
4198623,150,6/17/14 11:19,0,0,2
4198623,-150,6/17/14 11:19,1,0,2
4198623,50,6/17/14 11:22,0,0,2
4198623,-50,6/17/14 11:22,1,0,2
12292738,20,6/17/14 11:24,0,0,1
27524157,20,6/17/14 11:28,0,0,6
16758097,10,6/17/14 11:34,0,0,27
1983959,13,6/17/14 12:09,0,0,5
20833066,20,6/17/14 12:13,0,0,6
23822374,30,6/17/14 12:15,0,0,2
5782840,50,6/17/14 12:23,0,0,9
24960595,95,6/17/14 12:29,0,0,8
13311660,30,6/17/14 12:56,0,0,9
23436475,10,6/17/14 13:01,0,0,2
19950916,20,6/17/14 13:02,0,0,2
22844561,20,6/17/14 13:02,0,0,6
25420033,10,6/17/14 13:14,0,0,13
1983959,6,6/17/14 13:21,0,0,5
1983959,5,6/17/14 13:24,0,0,5
20156247,40,6/17/14 13:30,0,0,2
27691347,100,6/17/14 13:48,0,0,5
10640450,15,6/17/14 13:56,0,0,8
25698916,20,6/17/14 14:01,0,0,2
18625150,20,6/17/14 14:04,0,0,2
22580409,55,6/17/14 14:08,0,0,5
10381676,10,6/17/14 14:10,0,0,9
26020865,10,6/17/14 14:31,0,0,2
23311066,10,6/17/14 14:31,0,0,8
21149074,10,6/17/14 14:33,0,0,6
20855848,50,6/17/14 14:43,0,0,2
21023813,15,6/17/14 14:45,0,0,5
4198623,150,6/17/14 14:46,0,0,2
4198623,-150,6/17/14 14:46,1,0,2
27747770,20,6/17/14 14:52,0,0,13
15633805,15,6/17/14 15:18,0,0,2
1,30,6/17/14 15:36,0,0,2
5782840,10,6/17/14 15:41,0,0,9
19171538,50,6/17/14 15:59,0,0,6
16560249,150,6/17/14 16:07,0,0,9
23951702,20,6/17/14 16:11,0,0,5
486663,10,6/17/14 16:17,0,0,6
14434493,10,6/17/14 16:47,0,0,8
18796282,20,6/17/14 16:48,0,0,2
10342457,100,6/17/14 17:02,0,0,2
3554215,15,6/17/14 17:07,0,0,2
3554215,7,6/17/14 17:07,0,0,2
343731,20,6/17/14 17:16,0,0,2
24549884,50,6/17/14 17:22,0,0,8
12203570,150,6/17/14 17:26,0,0,8
6396303,50,6/17/14 17:28,0,0,6
8059307,15,6/17/14 17:37,0,0,5
26344921,29,6/17/14 17:37,0,0,2
17592505,20,6/17/14 17:44,0,0,6
20277499,20,6/17/14 17:48,0,0,2
7458031,30,6/17/14 17:49,0,0,6
18272448,100,6/17/14 18:01,0,0,9
12385366,35,6/17/14 18:04,0,0,15
20127067,5,6/17/14 18:14,0,0,6
26146389,50,6/17/14 18:29,0,0,2
571959,20,6/17/14 18:36,0,0,13
571959,20,6/17/14 18:38,0,0,13
26541545,15,6/17/14 18:47,0,0,27
4198623,250,6/17/14 18:58,0,0,2
4198623,-250,6/17/14 18:58,1,0,2
12283821,10,6/17/14 19:02,0,0,2
6982027,10,6/17/14 19:04,0,0,5
27852614,20,6/17/14 19:05,0,0,27
6597361,10,6/17/14 19:25,0,0,5
2803645,30,6/17/14 19:48,0,0,1
13308001,20,6/17/14 20:01,0,0,13
25500661,20,6/17/14 20:05,0,0,8
24923422,45,6/17/14 20:10,0,0,8
28533065,10,6/17/14 20:14,0,0,2
24539095,15,6/17/14 20:25,0,0,9
10489810,10,6/17/14 20:28,0,0,13
23717112,20,6/17/14 20:29,0,0,7
25636412,30,6/17/14 20:33,0,0,5
21028562,25,6/17/14 20:33,0,0,2
6142669,50,6/17/14 20:35,0,0,7
2501654,5,6/17/14 21:06,0,0,5
25838958,20,6/17/14 21:08,0,0,2
5129054,20,6/17/14 21:10,0,0,5
25938677,40,6/17/14 21:11,0,0,5
23311066,10,6/17/14 21:37,0,0,8
27758968,20,6/17/14 21:46,0,0,6
13477247,50,6/17/14 21:53,0,0,2
21383983,40,6/17/14 22:08,0,0,2
17592505,20,6/17/14 22:16,0,0,6
21291298,20,6/17/14 22:23,0,0,8
21642741,20,6/17/14 22:40,0,0,6
18493770,200,6/18/14 4:44,0,0,7
18493770,-200,6/18/14 4:44,1,0,7
28607517,40,6/18/14 6:15,0,0,5
23436475,10,6/18/14 6:40,0,0,2
23436475,5,6/18/14 6:41,0,0,2
20633244,20,6/18/14 6:52,0,0,5
3314125,10,6/18/14 7:00,0,0,15
5782840,45,6/18/14 7:07,0,0,9
6597361,40,6/18/14 7:10,0,0,5
22789676,10,6/18/14 7:44,0,0,27
378628,50,6/18/14 7:59,0,0,5
1,3,6/18/14 8:01,0,1,2
274843,2,6/18/14 8:01,0,1,2
343731,2,6/18/14 8:01,0,1,2
1983959,24,6/18/14 8:01,0,1,5
6142669,2.5,6/18/14 8:01,0,1,7
6396303,2.5,6/18/14 8:01,0,1,6
6982027,0.5,6/18/14 8:01,0,1,5
7243729,0.5,6/18/14 8:01,0,1,9
7458031,1.5,6/18/14 8:01,0,1,6
10342457,5,6/18/14 8:01,0,1,2
10381676,0.5,6/18/14 8:01,0,1,9
12203570,7.5,6/18/14 8:01,0,1,8
13308001,1,6/18/14 8:01,0,1,13
13497150,0.85,6/18/14 8:01,0,1,1
14434493,1,6/18/14 8:01,0,1,8
15269459,1.5,6/18/14 8:01,0,1,1
15633805,0.75,6/18/14 8:01,0,1,2
16154644,0.75,6/18/14 8:01,0,1,1
16560249,7.5,6/18/14 8:01,0,1,9
17592505,4,6/18/14 8:01,0,1,6
18625150,2.5,6/18/14 8:01,0,1,2
18796282,1,6/18/14 8:01,0,1,2
20156247,2,6/18/14 8:01,0,1,2
20633244,2,6/18/14 8:01,0,1,5
20682656,0.5,6/18/14 8:01,0,1,1
20855848,5,6/18/14 8:01,0,1,2
21028562,1.25,6/18/14 8:01,0,1,2
21236221,3,6/18/14 8:01,0,1,2
21291298,1,6/18/14 8:01,0,1,8
21383983,2,6/18/14 8:01,0,1,2
22580409,2.75,6/18/14 8:01,0,1,5
23311066,2,6/18/14 8:01,0,1,8
23627199,1,6/18/14 8:01,0,1,9
24243117,0.75,6/18/14 8:01,0,1,1
24539095,0.75,6/18/14 8:01,0,1,9
25420033,0.5,6/18/14 8:01,0,1,13
25636412,1.5,6/18/14 8:01,0,1,5
25838958,1,6/18/14 8:01,0,1,2
25938677,2,6/18/14 8:01,0,1,5
26020865,0.5,6/18/14 8:01,0,1,2
26146389,2.5,6/18/14 8:01,0,1,2
26344921,11.9,6/18/14 8:01,0,1,2
27747770,1,6/18/14 8:02,0,1,13
27758968,1,6/18/14 8:02,0,1,6
27852614,1,6/18/14 8:02,0,1,27
28533065,0.5,6/18/14 8:02,0,1,2
28599453,2,6/18/14 8:02,0,1,1
3402642,45,6/18/14 8:04,0,0,8
26047589,10,6/18/14 8:08,0,0,9
1983959,11,6/18/14 8:12,0,0,6
11126286,20,6/18/14 8:13,0,0,9
25798344,20,6/18/14 8:17,0,0,3
20277499,20,6/18/14 8:25,0,0,3
14990850,15,6/18/14 8:27,0,0,9
16560249,150,6/18/14 8:29,0,0,10
26473124,20,6/18/14 8:31,0,0,6
20516264,20,6/18/14 8:33,0,0,2
25420033,10,6/18/14 8:36,0,0,14
23951702,10,6/18/14 8:38,0,0,6
17703941,40,6/18/14 8:42,0,0,16
19950916,50,6/18/14 8:44,0,0,3
23627199,20,6/18/14 8:46,0,0,10
12203570,150,6/18/14 8:47,0,0,9
2803645,20,6/18/14 8:48,0,0,2
15367175,25,6/18/14 8:54,0,0,3
274843,30,6/18/14 8:55,0,0,3
11524913,25,6/18/14 8:56,0,0,10
21149074,5,6/18/14 8:58,0,0,7
29449181,25,6/18/14 8:58,0,0,6
28325091,20,6/18/14 8:59,0,0,8
26702122,25,6/18/14 9:01,0,0,16
21236221,100,6/18/14 9:11,0,0,3
13311660,10,6/18/14 9:14,0,0,10
10856045,40,6/18/14 9:14,0,0,2
28599453,20,6/18/14 9:16,0,0,2
6982027,20,6/18/14 9:16,0,0,6
24243117,1000,6/18/14 9:29,0,0,2
24243117,0,6/18/14 9:29,1,0,2
27840388,25,6/18/14 9:30,0,0,7
27747770,20,6/18/14 9:32,0,0,14
1,30,6/18/14 9:39,0,0,3
24195945,15,6/18/14 9:42,0,0,9
25339201,50,6/18/14 9:55,0,0,7
18493770,150,6/18/14 9:57,0,0,8
20855848,100,6/18/14 10:03,0,0,3
7435466,50,6/18/14 10:10,0,0,29
13497150,10,6/18/14 10:18,0,0,2
1575438,10,6/18/14 10:19,0,0,3
26344921,90,6/18/14 10:22,0,0,3
7694258,80,6/18/14 10:25,0,0,14
24855560,20,6/18/14 10:39,0,0,9
24433466,50,6/18/14 10:43,0,0,16
25116854,20,6/18/14 10:51,0,0,10
27278479,15,6/18/14 10:57,0,0,8
24433466,25,6/18/14 11:05,0,0,16
13555825,19,6/18/14 11:14,0,0,14
16109108,200,6/18/14 11:19,0,0,28
27656800,50,6/18/14 11:22,0,0,6
17945871,10,6/18/14 12:12,0,0,3
22844561,20,6/18/14 12:15,0,0,7
24243117,50,6/18/14 12:19,0,0,2
8059307,20,6/18/14 12:27,0,0,6
22457877,10,6/18/14 12:31,0,0,9
22580409,60,6/18/14 12:36,0,0,6
23118291,20,6/18/14 12:53,0,0,7
11504748,80,6/18/14 12:53,0,0,10
26106498,5,6/18/14 12:59,0,0,6
23311066,20,6/18/14 13:04,0,0,9
27691347,100,6/18/14 13:06,0,0,6
27524157,20,6/18/14 13:35,0,0,7
6142669,70,6/18/14 14:33,0,0,8
19171538,20,6/18/14 14:46,0,0,7
24433466,20,6/18/14 14:54,0,0,16
16758097,10,6/18/14 15:30,0,0,28
21023813,10,6/18/14 15:31,0,0,6
14679546,10,6/18/14 15:36,0,0,9
27758968,20,6/18/14 15:39,0,0,7
16593230,20,6/18/14 15:48,0,0,10
18493770,100,6/18/14 15:51,0,0,8
8323186,20,6/18/14 16:00,0,0,14
7458031,15,6/18/14 16:05,0,0,7
16560249,400,6/18/14 16:05,0,0,10
16560249,100,6/18/14 16:07,0,0,10
10640450,15,6/18/14 16:14,0,0,9
20156247,40,6/18/14 16:32,0,0,3
16560249,25,6/18/14 16:41,0,0,10
17973764,10,6/18/14 16:41,0,0,6
8104224,90,6/18/14 16:44,0,0,7
10342457,100,6/18/14 17:02,0,0,3
16409822,10,6/18/14 17:06,0,0,2
16262690,20,6/18/14 17:23,0,0,10
3554215,15,6/18/14 17:26,0,0,3
3554215,7,6/18/14 17:27,0,0,3
10381676,15,6/18/14 17:28,0,0,10
16066193,20,6/18/14 17:37,0,0,10
343731,20,6/18/14 17:37,0,0,3
7458031,30,6/18/14 17:41,0,0,7
24549884,50,6/18/14 17:49,0,0,9
23688710,20,6/18/14 17:51,0,0,8
26718645,20,6/18/14 18:02,0,0,3
11325322,50,6/18/14 18:03,0,0,6
26047589,10,6/18/14 18:07,0,0,9
26344921,10,6/18/14 18:39,0,0,3
6396303,50,6/18/14 18:43,0,0,7
17592505,20,6/18/14 19:13,0,0,7
27998075,30,6/18/14 19:14,0,0,10
26020865,20,6/18/14 19:21,0,0,3
26541545,15,6/18/14 19:25,0,0,28
14434493,10,6/18/14 19:26,0,0,9
14434493,5,6/18/14 19:28,0,0,9
27852614,20,6/18/14 19:33,0,0,28
3855633,50,6/18/14 19:52,0,0,9
24923422,45,6/18/14 19:55,0,0,9
12283821,10,6/18/14 19:56,0,0,3
6982027,20,6/18/14 20:11,0,0,6
12385366,25,6/18/14 20:14,0,0,16
23809651,10,6/18/14 20:18,0,0,6
28729638,15,6/18/14 20:20,0,0,6
2501654,5,6/18/14 20:23,0,0,6
26146389,20,6/18/14 20:23,0,0,3
25714905,40,6/18/14 20:42,0,0,14
21383983,50,6/18/14 21:09,0,0,3
13148304,20,6/18/14 21:12,0,0,7
15633805,17,6/18/14 21:12,0,0,3
25698916,25,6/18/14 21:27,0,0,3
21642741,10,6/18/14 21:29,0,0,7
29627599,5,6/18/14 21:30,0,0,7
12978020,20,6/18/14 21:38,0,0,2
10489810,15,6/18/14 21:43,0,0,14
23133252,20,6/18/14 21:45,0,0,3
15221342,20,6/18/14 22:05,0,0,6
13477247,25,6/18/14 22:12,0,0,3
26106498,10,6/18/14 22:26,0,0,6
20833066,20,6/18/14 22:30,0,0,7
4198623,50,6/18/14 22:39,0,0,3
16286862,50,6/18/14 23:06,0,0,8
16286862,50,6/18/14 23:08,0,0,8
16066193,20,6/19/14 6:31,0,0,10
25857184,20,6/19/14 6:40,0,0,10
23436475,20,6/19/14 6:42,0,0,3
274843,20,6/19/14 6:44,0,0,3
20633244,20,6/19/14 6:54,0,0,6
24539095,20,6/19/14 7:02,0,0,10
12649563,10,6/19/14 7:07,0,0,2
6041738,14,6/19/14 7:13,0,0,2
3314125,10,6/19/14 7:53,0,0,16
6597361,35,6/19/14 7:55,0,0,6
274843,5,6/19/14 8:00,0,1,3
2803645,2,6/19/14 8:00,0,1,2
3402642,4.5,6/19/14 8:00,0,1,8
3554215,2.2,6/19/14 8:00,0,1,3
3855633,2.5,6/19/14 8:00,0,1,9
4198623,5,6/19/14 8:00,0,1,3
6142669,3.5,6/19/14 8:00,0,1,8
6396303,2.5,6/19/14 8:00,0,1,7
6982027,2,6/19/14 8:00,0,1,6
7458031,2.25,6/19/14 8:00,0,1,7
7694258,4,6/19/14 8:00,0,1,14
8104224,4.5,6/19/14 8:00,0,1,7
8323186,2,6/19/14 8:00,0,1,14
10342457,5,6/19/14 8:00,0,1,3
10381676,0.75,6/19/14 8:00,0,1,10
11126286,2,6/19/14 8:00,0,1,9
11325322,2.5,6/19/14 8:00,0,1,6
11504748,4,6/19/14 8:00,0,1,10
12203570,7.5,6/19/14 8:00,0,1,9
12283821,1,6/19/14 8:00,0,1,3
13148304,1,6/19/14 8:00,0,1,7
13497150,0.5,6/19/14 8:00,0,1,2
15633805,0.85,6/19/14 8:00,0,1,3
16560249,33.75,6/19/14 8:00,0,1,10
18493770,12.5,6/19/14 8:00,0,1,8
20156247,2,6/19/14 8:00,0,1,3
20277499,2,6/19/14 8:00,0,1,3
20516264,2,6/19/14 8:00,0,1,2
21236221,5,6/19/14 8:00,0,1,3
21383983,2.5,6/19/14 8:00,0,1,3
22580409,3,6/19/14 8:00,0,1,6
23311066,1,6/19/14 8:00,0,1,9
23688710,1,6/19/14 8:00,0,1,8
23809651,0.5,6/19/14 8:00,0,1,6
23951702,1,6/19/14 8:00,0,1,6
24195945,1.5,6/19/14 8:00,0,1,9
24433466,4.75,6/19/14 8:00,0,1,16
24539095,1,6/19/14 8:00,0,1,10
25116854,2,6/19/14 8:00,0,1,10
25339201,2.5,6/19/14 8:00,0,1,7
25420033,0.5,6/19/14 8:00,0,1,14
25714905,2,6/19/14 8:00,0,1,14
26020865,1,6/19/14 8:00,0,1,3
26047589,2,6/19/14 8:00,0,1,9
26106498,0.75,6/19/14 8:00,0,1,6
26146389,1,6/19/14 8:00,0,1,3
26702122,2.5,6/19/14 8:00,0,1,16
27278479,15,6/19/14 8:00,0,1,8
27747770,1,6/19/14 8:00,0,1,14
27758968,1,6/19/14 8:00,0,1,7
27852614,1,6/19/14 8:00,0,1,28
27998075,1.5,6/19/14 8:00,0,1,10
28325091,1,6/19/14 8:00,0,1,8
22580409,60,6/19/14 8:04,0,0,7
378628,50,6/19/14 8:05,0,0,7
11126286,30,6/19/14 8:12,0,0,10
16758097,10,6/19/14 8:14,0,0,29
20516264,20,6/19/14 8:15,0,0,3
25798344,20,6/19/14 8:21,0,0,4
3402642,40,6/19/14 8:22,0,0,9
24433466,50,6/19/14 8:23,0,0,17
5782840,50,6/19/14 8:24,0,0,11
23182762,20,6/19/14 8:30,0,0,7
20855848,100,6/19/14 8:30,0,0,4
2430935,15,6/19/14 8:36,0,0,4
14679546,15,6/19/14 8:36,0,0,10
15221342,30,6/19/14 8:38,0,0,7
21023813,20,6/19/14 8:43,0,0,7
23589542,50,6/19/14 8:44,0,0,7
2803645,25,6/19/14 8:46,0,0,3
24195945,20,6/19/14 8:52,0,0,10
4101463,50,6/19/14 8:54,0,0,15
23627199,20,6/19/14 9:02,0,0,11
5782840,20,6/19/14 9:03,0,0,11
19620712,10,6/19/14 9:06,0,0,8
14990850,10,6/19/14 9:09,0,0,10
28607517,10,6/19/14 9:22,0,0,7
18796282,20,6/19/14 9:42,0,0,4
21149074,5,6/19/14 9:45,0,0,8
21236221,100,6/19/14 9:49,0,0,4
25576269,35,6/19/14 9:55,0,0,29
26575477,30,6/19/14 9:58,0,0,15
26473124,20,6/19/14 10:13,0,0,7
27278479,15,6/19/14 10:13,0,0,9
13555825,11,6/19/14 10:17,0,0,15
18625150,20,6/19/14 10:19,0,0,4
1983959,10,6/19/14 10:22,0,0,7
18493770,50,6/19/14 10:34,0,0,9
14434493,10,6/19/14 10:37,0,0,10
486663,10,6/19/14 10:56,0,0,8
486663,5,6/19/14 10:58,0,0,8
6597361,20,6/19/14 11:00,0,0,7
23951702,20,6/19/14 11:05,0,0,7
19764965,10,6/19/14 11:06,0,0,10
15367175,40,6/19/14 11:07,0,0,4
3402642,20,6/19/14 11:17,0,0,9
27758968,20,6/19/14 11:37,0,0,8
27747770,20,6/19/14 11:40,0,0,15
23118291,20,6/19/14 12:01,0,0,8
28020930,30,6/19/14 12:34,0,0,10
21291298,20,6/19/14 12:37,0,0,10
27691347,100,6/19/14 12:59,0,0,7
28518133,10,6/19/14 13:07,0,0,15
29449181,25,6/19/14 13:07,0,0,7
20833066,20,6/19/14 13:27,0,0,8
8059307,12,6/19/14 13:36,0,0,7
21501585,20,6/19/14 13:47,0,0,4
2743370,15,6/19/14 14:19,0,0,9
25636412,40,6/19/14 14:32,0,0,7
25420033,10,6/19/14 14:38,0,0,15
6142669,40,6/19/14 15:11,0,0,9
18272448,300,6/19/14 15:28,0,0,11
10342457,100,6/19/14 15:32,0,0,4
20516264,10,6/19/14 15:44,0,0,3
13311660,10,6/19/14 16:15,0,0,11
10381676,15,6/19/14 16:19,0,0,11
3554215,15,6/19/14 16:20,0,0,4
3554215,10,6/19/14 16:20,0,0,4
8323186,20,6/19/14 16:21,0,0,15
10381676,105,6/19/14 16:21,0,0,11
20156247,190,6/19/14 16:22,0,0,4
22844561,20,6/19/14 16:26,0,0,8
1983959,10,6/19/14 17:05,0,0,7
24549884,50,6/19/14 17:29,0,0,10
27852614,20,6/19/14 17:45,0,0,29
378628,5,6/20/14 8:00,0,1,7
1983959,2,6/20/14 8:00,0,1,7
2743370,1.5,6/20/14 8:00,0,1,9
6142669,2,6/20/14 8:00,0,1,9
10342457,5,6/20/14 8:00,0,1,4
10381676,6,6/20/14 8:00,0,1,11
11126286,3,6/20/14 8:00,0,1,10
18493770,2.5,6/20/14 8:00,0,1,9
18625150,1,6/20/14 8:00,0,1,4
18796282,1,6/20/14 8:00,0,1,4
19764965,0.5,6/20/14 8:00,0,1,10
20156247,9.5,6/20/14 8:00,0,1,4
21023813,2,6/20/14 8:00,0,1,7
21236221,5,6/20/14 8:00,0,1,4
21291298,1,6/20/14 8:00,0,1,10
21501585,1,6/20/14 8:00,0,1,4
22580409,3,6/20/14 8:00,0,1,7
23182762,2,6/20/14 8:00,0,1,7
23627199,2,6/20/14 8:00,0,1,11
23951702,2,6/20/14 8:00,0,1,7
24433466,2.5,6/20/14 8:00,0,1,17
25420033,0.5,6/20/14 8:00,0,1,15
25636412,2,6/20/14 8:00,0,1,7
26575477,3,6/20/14 8:00,0,1,15
27747770,1,6/20/14 8:00,0,1,15
27758968,1,6/20/14 8:00,0,1,8
27852614,1,6/20/14 8:00,0,1,29
28518133,0.5,6/20/14 8:00,0,1,15
13477247,55,6/20/14 8:22,0,0,5
19950916,10,6/20/14 8:22,0,0,5
12283821,10,6/20/14 8:22,0,0,5
23688710,10,6/20/14 8:22,0,0,10
24923422,35,6/20/14 8:22,0,0,11
24855560,20,6/20/14 8:22,0,0,11
5782840,20,6/20/14 8:23,0,0,12
23589542,20,6/20/14 8:23,0,0,8
7458031,30,6/20/14 8:23,0,0,9
26541545,20,6/20/14 8:23,0,0,30
11524913,15,6/20/14 8:23,0,0,12
17592505,20,6/20/14 8:23,0,0,9
12385366,15,6/20/14 8:23,0,0,18
21642741,20,6/20/14 8:23,0,0,9
16392764,20,6/20/14 8:23,0,0,12
2501654,15,6/20/14 8:23,0,0,8
24855560,20,6/20/14 8:23,0,0,11
10640450,10,6/20/14 8:23,0,0,11
10489810,10,6/20/14 8:23,0,0,16
23436475,25,6/20/14 8:23,0,0,5
6982027,20,6/20/14 8:23,0,0,8
25698916,20,6/20/14 8:23,0,0,5
1,30,6/20/14 8:23,0,0,5
10690530,60,6/20/14 8:23,0,0,9
6396303,30,6/20/14 8:23,0,0,9
25339201,50,6/20/14 8:23,0,0,9
10856045,20,6/20/14 8:23,0,0,4
23118291,20,6/20/14 8:23,0,0,9
16286862,20,6/20/14 8:23,0,0,10
28607517,5,6/20/14 8:23,0,0,8
21383983,50,6/20/14 8:23,0,0,5
26344921,60,6/20/14 8:23,0,0,5
274843,30,6/20/14 8:24,0,0,5
3314125,10,6/20/14 8:24,0,0,18
12203570,150,6/20/14 8:24,0,0,11
14866723,25,6/20/14 8:24,0,0,11
4198623,100,6/20/14 8:24,0,0,5
23822374,30,6/20/14 8:24,0,0,5
23311066,20,6/20/14 8:24,0,0,11
24539095,15,6/20/14 8:24,0,0,12
20633244,20,6/20/14 8:24,0,0,8
22789676,15,6/20/14 8:24,0,0,30
28607517,10,6/20/14 8:24,0,0,8
22297841,10,6/20/14 8:24,0,0,8
27656800,50,6/20/14 8:24,0,0,8
6597361,20,6/20/14 8:26,0,0,8
23688710,20,6/20/14 8:26,0,0,10
21642741,10,6/20/14 8:26,0,0,9
11504748,30,6/20/14 8:26,0,0,12
16560249,20,6/20/14 8:26,0,0,12
6982027,20,6/20/14 8:26,0,0,8
11126286,20,6/20/14 8:26,0,0,11
20855848,100,6/20/14 8:27,0,0,5
6982027,10,6/20/14 8:33,0,0,8
16593230,20,6/20/14 8:37,0,0,12
378628,50,6/20/14 8:37,0,0,8
15367175,103,6/20/14 8:39,0,0,5
6982027,10,6/20/14 8:40,0,0,8
16392764,5,6/20/14 8:41,0,0,12
23627199,20,6/20/14 8:43,0,0,12
25420033,10,6/20/14 8:44,0,0,16
25798344,20,6/20/14 8:48,0,0,5
15221342,20,6/20/14 8:50,0,0,8
24243117,200,6/20/14 8:52,0,0,4
26106498,10,6/20/14 8:54,0,0,8
20516264,15,6/20/14 9:11,0,0,4
27691347,100,6/20/14 9:18,0,0,8
21149074,5,6/20/14 9:31,0,0,9
23822374,50,6/20/14 9:32,0,0,5
1983959,15,6/20/14 9:48,0,0,8
25116854,20,6/20/14 9:48,0,0,12
27524157,30,6/20/14 9:50,0,0,9
1983959,5,6/20/14 9:50,0,0,8
24195945,15,6/20/14 9:59,0,0,11
22580409,20,6/20/14 10:09,0,0,8
24968345,25,6/20/14 10:13,0,0,4
14679546,15,6/20/14 10:39,0,0,11
3554215,30,6/20/14 10:53,0,0,5
11126286,20,6/20/14 11:04,0,0,11
27747770,20,6/20/14 11:19,0,0,16
26020865,10,6/20/14 11:20,0,0,5
1575438,10,6/20/14 11:21,0,0,5
21236221,100,6/20/14 11:30,0,0,5
26473124,20,6/20/14 11:53,0,0,8
25576269,35,6/20/14 11:53,0,0,30
24960595,100,6/20/14 12:18,0,0,11
28533065,5,6/20/14 12:24,0,0,5
4198623,90,6/20/14 12:41,0,0,5
10028142,12,6/20/14 12:46,0,0,9
23951702,10,6/20/14 13:31,0,0,8
29449181,35,6/20/14 13:35,0,0,8
8059307,15,6/20/14 14:05,0,0,8
6142669,20,6/20/14 14:08,0,0,10
27758968,20,6/20/14 14:09,0,0,9
22506831,5,6/20/14 14:46,0,0,9
17592505,20,6/20/14 14:57,0,0,9
8323186,20,6/20/14 15:07,0,0,16
18796282,20,6/20/14 15:07,0,0,5
11504748,40,6/20/14 15:10,0,0,12
19171538,50,6/20/14 15:26,0,0,9
25714905,40,6/20/14 15:43,0,0,16
3554215,20,6/20/14 16:06,0,0,5
18493770,150,6/20/14 16:06,0,0,10
14434493,10,6/20/14 16:07,0,0,11
3200248,20,6/20/14 16:55,0,0,12
2743370,15,6/20/14 17:07,0,0,10
343731,10,6/20/14 17:09,0,0,5
27998075,20,6/20/14 17:22,0,0,12
27278479,20,6/20/14 17:30,0,0,10
22844561,10,6/20/14 17:52,0,0,9
16740270,10,6/20/14 17:58,0,0,12
12385366,25,6/20/14 18:03,0,0,18
21023813,20,6/20/14 18:32,0,0,8
93675,40,6/20/14 18:34,0,0,30
22457877,15,6/20/14 18:44,0,0,11
24549884,60,6/20/14 18:52,0,0,11
13148304,20,6/20/14 18:55,0,0,9
22297841,10,6/20/14 18:58,0,0,8
14990850,10,6/20/14 19:17,0,0,11
10342457,100,6/20/14 19:33,0,0,5
