account,amount,time,refund,prize,period
26702122,20,7/1/14 13:37,0,0,29
27278479,19,7/1/14 14:11,0,0,21
26473124,20,7/1/14 14:11,0,0,19
23118291,15,7/1/14 14:14,0,0,20
22844561,10,7/1/14 14:21,0,0,20
14866723,20,7/1/14 14:41,0,0,22
25935056,10,7/1/14 15:19,0,0,19
29627599,5,7/1/14 15:22,0,0,20
21149074,10,7/1/14 15:34,0,0,20
23118291,5,7/1/14 15:37,0,0,20
22457877,10,7/1/14 16:06,0,0,22
25636412,20,7/1/14 16:06,0,0,19
25827137,8,7/1/14 16:18,0,0,21
8059307,10,7/1/14 16:19,0,0,19
14990850,10,7/1/14 16:42,0,0,22
22514262,10,7/1/14 16:44,0,0,41
3200248,20,7/1/14 17:06,0,0,23
22457877,10,7/1/14 17:07,0,0,22
25798344,20,7/1/14 17:07,0,0,16
24855560,20,7/1/14 17:08,0,0,22
16758097,10,7/1/14 17:22,0,0,41
20586335,10,7/1/14 17:51,0,0,29
26047589,19,7/1/14 17:56,0,0,22
27691347,120,7/1/14 18:14,0,0,19
27758968,20,7/1/14 18:55,0,0,20
24186114,40,7/1/14 19:08,0,0,27
28575013,40,7/1/14 19:09,0,0,27
1983959,10,7/1/14 19:18,0,0,19
24855560,40,7/1/14 19:26,0,0,22
26344921,25,7/1/14 19:34,0,0,16
26541545,45,7/1/14 19:40,0,0,41
24549884,50,7/1/14 19:41,0,0,22
10342457,60,7/1/14 19:44,0,0,16
13148304,20,7/1/14 19:51,0,0,20
26344921,19,7/1/14 19:56,0,0,16
13582838,20,7/1/14 19:57,0,0,23
23688710,30,7/1/14 20:00,0,0,21
3554215,5,7/1/14 20:03,0,0,16
2501654,5,7/1/14 20:06,0,0,19
28729638,10,7/1/14 20:14,0,0,19
13308001,10,7/1/14 20:29,0,0,27
27998075,20,7/1/14 20:45,0,0,23
27656800,50,7/1/14 21:01,0,0,19
27852614,30,7/1/14 21:09,0,0,41
571959,10,7/1/14 21:10,0,0,27
571959,20,7/1/14 21:15,0,0,27
26130868,20,7/1/14 21:18,0,0,22
26130868,10,7/1/14 21:19,0,0,22
12385366,50,7/1/14 21:27,0,0,29
23311066,10,7/1/14 21:27,0,0,22
14434493,10,7/1/14 21:34,0,0,22
10489810,15,7/1/14 21:37,0,0,27
12978020,20,7/1/14 22:01,0,0,15
20516264,15,7/1/14 22:11,0,0,15
13555825,20,7/1/14 23:24,0,0,27
25420033,10,7/2/14 4:38,0,0,27
20833066,20,7/2/14 5:20,0,0,20
274843,40,7/2/14 6:18,0,0,16
8059307,10,7/2/14 6:59,0,0,19
22580409,80,7/2/14 7:18,0,0,19
29627599,5,7/2/14 7:29,0,0,20
26020865,10,7/2/14 7:45,0,0,16
3314125,15,7/2/14 7:47,0,0,29
13311660,20,7/2/14 7:57,0,0,23
1575438,1,7/2/14 8:00,0,1,16
4238396,5,7/2/14 8:00,0,1,20
6142669,0.5,7/2/14 8:00,0,1,21
10342457,3,7/2/14 8:00,0,1,16
10381676,0.5,7/2/14 8:00,0,1,23
12203570,7.5,7/2/14 8:00,0,1,22
13148304,1,7/2/14 8:00,0,1,20
13308001,0.5,7/2/14 8:00,0,1,27
13311660,2,7/2/14 8:00,0,1,23
14434493,1,7/2/14 8:00,0,1,22
14866723,2,7/2/14 8:00,0,1,22
15367175,4.5,7/2/14 8:00,0,1,16
18493770,10,7/2/14 8:00,0,1,21
21023813,1.5,7/2/14 8:00,0,1,19
22580409,4,7/2/14 8:00,0,1,19
22789676,1,7/2/14 8:00,0,1,41
22844402,2,7/2/14 8:00,0,1,21
22844561,1,7/2/14 8:00,0,1,20
23311066,0.5,7/2/14 8:00,0,1,22
23688710,1.5,7/2/14 8:00,0,1,21
24186114,2,7/2/14 8:00,0,1,27
24855560,6,7/2/14 8:00,0,1,22
25208151,10,7/2/14 8:00,0,1,21
25420033,0.5,7/2/14 8:00,0,1,27
25636412,1,7/2/14 8:00,0,1,19
25798344,2,7/2/14 8:00,0,1,16
25827137,0.4,7/2/14 8:00,0,1,21
25838958,1,7/2/14 8:00,0,1,16
25935056,1,7/2/14 8:00,0,1,19
26020865,0.5,7/2/14 8:00,0,1,16
27758968,1,7/2/14 8:00,0,1,20
27852614,1.5,7/2/14 8:00,0,1,41
27998075,1,7/2/14 8:00,0,1,23
28575013,2,7/2/14 8:00,0,1,27
29395910,9,7/2/14 8:00,0,1,41
11555748,10,7/2/14 8:00,0,0,41
27747770,40,7/2/14 8:03,0,0,28
3402642,20,7/2/14 8:03,0,0,22
11524913,25,7/2/14 8:14,0,0,24
3402642,8,7/2/14 8:22,0,0,22
23311066,15,7/2/14 8:24,0,0,23
14780962,10,7/2/14 8:28,0,0,20
22844402,20,7/2/14 8:28,0,0,22
6299472,40,7/2/14 8:34,0,0,24
12283821,10,7/2/14 8:40,0,0,17
378628,50,7/2/14 8:41,0,0,20
6597361,40,7/2/14 8:41,0,0,20
18493770,120,7/2/14 8:43,0,0,22
11126286,27,7/2/14 9:01,0,0,23
20516264,10,7/2/14 9:10,0,0,16
25116854,20,7/2/14 9:15,0,0,24
24195945,50,7/2/14 9:17,0,0,23
27656800,50,7/2/14 9:20,0,0,20
23627199,20,7/2/14 9:33,0,0,24
10381676,10,7/2/14 9:43,0,0,24
6597361,10,7/2/14 9:44,0,0,20
15221342,25,7/2/14 9:51,0,0,20
16286862,30,7/2/14 9:55,0,0,22
21236221,80,7/2/14 10:25,0,0,17
21023813,15,7/2/14 10:39,0,0,20
29395910,180,7/2/14 10:41,0,0,42
1983959,10,7/2/14 10:47,0,0,20
29449181,25,7/2/14 10:48,0,0,20
12203570,150,7/2/14 11:00,0,0,23
25838958,30,7/2/14 11:01,0,0,17
22580409,49,7/2/14 11:27,0,0,20
23717112,50,7/2/14 11:35,0,0,22
27758968,20,7/2/14 11:48,0,0,21
14481345,90,7/2/14 11:58,0,0,24
14434493,10,7/2/14 12:01,0,0,23
13308001,20,7/2/14 12:57,0,0,28
3554215,5,7/2/14 13:20,0,0,17
27524157,15,7/2/14 13:31,0,0,21
25857184,20,7/2/14 13:42,0,0,24
22844561,20,7/2/14 14:12,0,0,21
24433466,20,7/2/14 14:13,0,0,30
19171538,20,7/2/14 14:19,0,0,21
20633244,20,7/2/14 14:26,0,0,20
20633244,20,7/2/14 14:28,0,0,20
16758097,10,7/2/14 14:37,0,0,42
16593230,20,7/2/14 14:40,0,0,24
25208151,10,7/2/14 14:55,0,0,22
20156247,50,7/2/14 15:19,0,0,17
13555825,12,7/2/14 15:26,0,0,28
13308001,20,7/2/14 15:34,0,0,28
16280538,-72.5,7/2/14 16:03,1,1,30
23688710,20,7/2/14 16:13,0,0,22
7243729,10,7/2/14 16:20,0,0,24
26473124,20,7/2/14 16:39,0,0,20
26344921,15,7/2/14 16:58,0,0,17
24243117,300,7/2/14 17:00,0,0,16
343731,5,7/2/14 17:31,0,0,17
27278479,10,7/2/14 17:34,0,0,22
27691347,100,7/2/14 17:58,0,0,20
16066193,20,7/2/14 18:11,0,0,24
18272448,210,7/2/14 18:14,0,0,24
22514262,5,7/2/14 18:20,0,0,42
16758097,10,7/2/14 18:22,0,0,42
27691347,20,7/2/14 18:25,0,0,20
10856045,50,7/2/14 18:36,0,0,16
20516264,15,7/2/14 19:00,0,0,16
7458031,10,7/2/14 19:00,0,0,21
21149074,15,7/2/14 19:19,0,0,21
8323186,20,7/2/14 19:33,0,0,28
25935056,10,7/2/14 19:38,0,0,20
14990850,6,7/2/14 19:44,0,0,23
27852614,30,7/2/14 19:47,0,0,42
24549884,40,7/2/14 19:50,0,0,23
26541545,30,7/2/14 20:02,0,0,42
24968345,60,7/2/14 20:08,0,0,16
26702122,40,7/2/14 20:09,0,0,30
10489810,10,7/2/14 20:15,0,0,28
23182762,20,7/2/14 20:16,0,0,20
12385366,25,7/2/14 20:40,0,0,30
16740270,40,7/2/14 20:40,0,0,24
22580409,40,7/2/14 20:52,0,0,20
25798344,20,7/2/14 20:58,0,0,17
2501654,5,7/2/14 21:21,0,0,20
24855560,20,7/2/14 21:22,0,0,23
10342457,85,7/2/14 21:25,0,0,17
29449181,50,7/2/14 21:33,0,0,20
20586335,10,7/2/14 21:52,0,0,30
20516264,5,7/2/14 22:42,0,0,16
27252833,40,7/3/14 0:54,0,0,28
25420033,10,7/3/14 4:49,0,0,28
28607517,25,7/3/14 5:30,0,0,20
28607517,5,7/3/14 5:32,0,0,20
6982027,10,7/3/14 6:22,0,0,20
20633244,20,7/3/14 6:29,0,0,20
26047589,10,7/3/14 6:40,0,0,23
3314125,10,7/3/14 6:50,0,0,30
20833066,20,7/3/14 6:56,0,0,21
19128736,10,7/3/14 7:47,0,0,23
16280538,50,7/3/14 7:47,0,0,30
11524913,25,7/3/14 7:50,0,0,24
274843,40,7/3/14 7:50,0,0,17
16593230,20,7/3/14 7:55,0,0,24
1983959,1,7/3/14 8:00,0,1,20
3314125,1,7/3/14 8:00,0,1,30
6299472,4,7/3/14 8:00,0,1,24
6597361,5,7/3/14 8:00,0,1,20
6982027,0.5,7/3/14 8:00,0,1,20
7458031,0.5,7/3/14 8:00,0,1,21
10342457,4.25,7/3/14 8:00,0,1,17
10381676,0.5,7/3/14 8:00,0,1,24
12203570,7.5,7/3/14 8:00,0,1,23
12385366,2.5,7/3/14 8:00,0,1,30
13308001,2,7/3/14 8:00,0,1,28
14481345,4.5,7/3/14 8:00,0,1,24
14780962,0.5,7/3/14 8:00,0,1,20
16280538,2.5,7/3/14 8:00,0,1,30
16593230,4,7/3/14 8:00,0,1,24
16740270,4,7/3/14 8:00,0,1,24
18493770,6,7/3/14 8:00,0,1,22
19128736,0.5,7/3/14 8:00,0,1,23
20156247,2.5,7/3/14 8:00,0,1,17
21149074,1.5,7/3/14 8:00,0,1,21
21236221,4,7/3/14 8:00,0,1,17
22580409,4.45,7/3/14 8:00,0,1,20
22844402,2,7/3/14 8:00,0,1,22
23311066,0.75,7/3/14 8:00,0,1,23
23688710,1,7/3/14 8:00,0,1,22
24243117,15,7/3/14 8:00,0,1,16
24433466,1,7/3/14 8:00,0,1,30
24968345,3,7/3/14 8:00,0,1,16
25420033,0.5,7/3/14 8:00,0,1,28
25798344,2,7/3/14 8:00,0,1,17
25838958,1.5,7/3/14 8:00,0,1,17
26047589,1,7/3/14 8:00,0,1,23
26541545,3,7/3/14 8:00,0,1,42
27691347,12,7/3/14 8:00,0,1,20
27747770,2,7/3/14 8:00,0,1,28
27758968,1,7/3/14 8:00,0,1,21
27852614,1.5,7/3/14 8:00,0,1,42
28607517,3,7/3/14 8:00,0,1,20
29395910,9,7/3/14 8:00,0,1,42
29449181,7.5,7/3/14 8:00,0,1,20
343731,10,7/3/14 8:05,0,0,18
29395910,190,7/3/14 8:21,0,0,43
10089197,10,7/3/14 8:26,0,0,24
23822374,20,7/3/14 8:43,0,0,18
23311066,15,7/3/14 8:48,0,0,24
29449181,35,7/3/14 8:51,0,0,21
18493770,100,7/3/14 8:54,0,0,23
25727744,10,7/3/14 8:58,0,0,24
1983959,10,7/3/14 9:12,0,0,21
24195945,45,7/3/14 9:12,0,0,24
15367175,27,7/3/14 9:15,0,0,18
11126286,20,7/3/14 9:19,0,0,24
21642741,10,7/3/14 9:20,0,0,22
28599453,10,7/3/14 9:22,0,0,17
16758097,10,7/3/14 9:27,0,0,43
12283821,10,7/3/14 9:32,0,0,18
26473124,20,7/3/14 9:32,0,0,21
23627199,10,7/3/14 9:34,0,0,25
21291298,100,7/3/14 9:50,0,0,24
14434493,20,7/3/14 9:57,0,0,24
27278479,10,7/3/14 10:29,0,0,23
24186114,50,7/3/14 10:30,0,0,29
27524157,15,7/3/14 11:01,0,0,22
12203570,150,7/3/14 11:29,0,0,24
25208151,10,7/3/14 12:25,0,0,23
1983959,8,7/3/14 12:36,0,0,21
21023813,20,7/3/14 12:41,0,0,21
22844402,20,7/3/14 12:51,0,0,23
4238396,50,7/3/14 13:05,0,0,22
29449181,10,7/3/14 13:08,0,0,21
20855848,70,7/3/14 13:08,0,0,18
23118291,30,7/3/14 13:09,0,0,22
24433466,60,7/3/14 13:55,0,0,31
14679546,15,7/3/14 13:57,0,0,24
14481345,50,7/3/14 14:11,0,0,25
22506831,7,7/3/14 14:59,0,0,22
21149074,10,7/3/14 15:08,0,0,22
15367175,35,7/3/14 16:22,0,0,18
19171538,20,7/3/14 16:24,0,0,22
5782840,20,7/3/14 16:28,0,0,25
12385366,22,7/3/14 16:46,0,0,31
22514262,5,7/3/14 17:17,0,0,43
22844561,20,7/3/14 17:57,0,0,22
8059307,10,7/3/14 18:11,0,0,21
3554215,19,7/3/14 18:26,0,0,18
3554215,5,7/3/14 18:31,0,0,18
24549884,50,7/3/14 18:33,0,0,24
26541545,25,7/3/14 18:55,0,0,43
25798344,20,7/3/14 19:24,0,0,18
14990850,10,7/3/14 19:26,0,0,24
93675,90,7/3/14 19:33,0,0,43
27852614,30,7/3/14 19:35,0,0,43
27691347,100,7/3/14 19:40,0,0,21
13148304,20,7/3/14 19:45,0,0,22
18272448,100,7/3/14 19:58,0,0,25
8104224,100,7/3/14 20:06,0,0,22
27998075,30,7/3/14 20:08,0,0,25
10381676,20,7/3/14 20:10,0,0,25
27758968,20,7/3/14 20:20,0,0,22
26020865,10,7/3/14 20:33,0,0,18
13555825,18,7/3/14 20:41,0,0,29
23311066,15,7/3/14 20:59,0,0,24
16740270,20,7/3/14 21:07,0,0,25
25938677,15,7/3/14 21:46,0,0,21
23822374,50,7/3/14 22:00,0,0,18
20833066,20,7/3/14 22:25,0,0,22
23717112,20,7/3/14 22:36,0,0,23
23118291,10,7/4/14 0:53,0,0,22
25420033,15,7/4/14 4:43,0,0,29
26047589,15,7/4/14 5:55,0,0,24
28607517,25,7/4/14 6:13,0,0,21
27747770,20,7/4/14 6:43,0,0,29
6982027,20,7/4/14 7:18,0,0,21
20633244,20,7/4/14 7:22,0,0,21
16593230,20,7/4/14 7:24,0,0,25
23118291,20,7/4/14 7:31,0,0,22
274843,40,7/4/14 7:57,0,0,18
93675,9,7/4/14 8:00,0,1,43
274843,4,7/4/14 8:00,0,1,18
3554215,2.4,7/4/14 8:00,0,1,18
4238396,2.5,7/4/14 8:00,0,1,22
6982027,1,7/4/14 8:00,0,1,21
8104224,5,7/4/14 8:00,0,1,22
10089197,0.5,7/4/14 8:00,0,1,24
10381676,1,7/4/14 8:00,0,1,25
11126286,2,7/4/14 8:00,0,1,24
12203570,7.5,7/4/14 8:00,0,1,24
12385366,2.2,7/4/14 8:00,0,1,31
13148304,1,7/4/14 8:00,0,1,22
13555825,1.8,7/4/14 8:00,0,1,29
14481345,2.5,7/4/14 8:00,0,1,25
16758097,1,7/4/14 8:00,0,1,43
18272448,10,7/4/14 8:00,0,1,25
18493770,5,7/4/14 8:00,0,1,23
20855848,7,7/4/14 8:00,0,1,18
21149074,1,7/4/14 8:00,0,1,22
21291298,5,7/4/14 8:00,0,1,24
22506831,0.7,7/4/14 8:00,0,1,22
23311066,1.5,7/4/14 8:00,0,1,24
24186114,2.5,7/4/14 8:00,0,1,29
24433466,3,7/4/14 8:00,0,1,31
25420033,0.75,7/4/14 8:00,0,1,29
25727744,1,7/4/14 8:00,0,1,24
25938677,0.75,7/4/14 8:00,0,1,21
26020865,0.5,7/4/14 8:00,0,1,18
26047589,1.5,7/4/14 8:00,0,1,24
27524157,15,7/4/14 8:00,0,1,22
27691347,10,7/4/14 8:00,0,1,21
27747770,1,7/4/14 8:00,0,1,29
27758968,1,7/4/14 8:00,0,1,22
27852614,1.5,7/4/14 8:00,0,1,43
27998075,1.5,7/4/14 8:00,0,1,25
29395910,9.5,7/4/14 8:00,0,1,43
14481345,100,7/4/14 8:00,0,0,25
29395910,260,7/4/14 8:03,0,0,44
378628,50,7/4/14 8:04,0,0,22
27998075,10,7/4/14 8:14,0,0,26
21291298,30,7/4/14 8:17,0,0,25
21668167,20,7/4/14 8:18,0,0,30
20855848,100,7/4/14 8:20,0,0,19
19620712,8,7/4/14 8:20,0,0,23
24226257,10,7/4/14 8:21,0,0,32
19620712,8,7/4/14 8:25,0,0,23
25838958,20,7/4/14 8:28,0,0,19
25339201,100,7/4/14 8:28,0,0,23
24433466,30,7/4/14 8:30,0,0,32
10089197,10,7/4/14 8:31,0,0,25
10342457,60,7/4/14 8:35,0,0,19
20833066,20,7/4/14 8:42,0,0,23
571959,50,7/4/14 8:56,0,0,30
11126286,25,7/4/14 8:57,0,0,25
11524913,5,7/4/14 9:03,0,0,26
14780962,10,7/4/14 9:05,0,0,22
8323186,20,7/4/14 9:10,0,0,30
18493770,200,7/4/14 9:12,0,0,24
26020865,10,7/4/14 9:26,0,0,19
2803645,15,7/4/14 10:01,0,0,18
26473124,20,7/4/14 10:11,0,0,22
3402642,30,7/4/14 10:15,0,0,24
14434493,20,7/4/14 10:17,0,0,25
14434493,10,7/4/14 10:19,0,0,25
24195945,50,7/4/14 10:20,0,0,25
29180435,-10,7/4/14 10:22,0,1,32
24186114,40,7/4/14 10:26,0,0,30
17703941,35,7/4/14 10:28,0,0,32
16280538,0,7/4/14 10:34,1,1,32
24433466,-1000,7/4/14 10:36,1,1,32
25208151,10,7/4/14 10:42,0,0,24
14679546,20,7/4/14 11:05,0,0,25
22580409,19,7/4/14 11:55,0,0,22
3554215,15,7/4/14 12:25,0,0,19
14780962,5,7/4/14 12:25,0,0,22
3554215,7,7/4/14 12:25,0,0,19
12203570,150,7/4/14 12:36,0,0,25
25636412,20,7/4/14 12:47,0,0,22
25636412,10,7/4/14 12:48,0,0,22
4198623,10,7/4/14 13:35,0,0,19
343731,5,7/4/14 13:49,0,0,19
8059307,10,7/4/14 14:05,0,0,22
28599453,20,7/4/14 14:20,0,0,18
19171538,20,7/4/14 14:50,0,0,23
93675,40,7/4/14 14:54,0,0,44
21023813,15,7/4/14 15:15,0,0,22
21023813,15,7/4/14 15:25,0,0,22
15367175,60,7/4/14 15:25,0,0,19
22514262,10,7/4/14 15:41,0,0,44
29627599,5,7/4/14 15:48,0,0,23
7694258,50,7/4/14 16:08,0,0,30
10381676,20,7/4/14 16:45,0,0,26
21149074,5,7/4/14 16:47,0,0,23
27747770,-609,7/4/14 16:54,1,1,30
12232434,-102,7/4/14 16:56,1,1,30
10489810,-229.5,7/4/14 16:57,1,1,30
16280538,50,7/4/14 17:13,0,0,32
27691347,120,7/4/14 17:25,0,0,22
7241803,5,7/4/14 17:39,0,0,44
10856045,25,7/4/14 17:40,0,0,18
16758097,10,7/4/14 17:49,0,0,44
29449181,15,7/4/14 17:49,0,0,22
23951702,20,7/4/14 18:05,0,0,22
26047589,15,7/4/14 18:58,0,0,25
26344921,39,7/4/14 19:09,0,0,19
27852614,30,7/4/14 19:25,0,0,44
24549884,40,7/4/14 19:48,0,0,25
2501654,10,7/4/14 20:11,0,0,22
2803645,10,7/4/14 20:14,0,0,18
23951702,10,7/4/14 20:16,0,0,22
16740270,50,7/4/14 20:20,0,0,26
28518133,10,7/4/14 20:23,0,0,30
16066193,20,7/4/14 20:25,0,0,26
8104224,180,7/4/14 20:29,0,0,23
1983959,15,7/4/14 20:37,0,0,22
25798344,15,7/4/14 20:48,0,0,19
24855560,20,7/4/14 20:56,0,0,25
16066193,20,7/4/14 21:03,0,0,26
16066193,20,7/4/14 21:04,0,0,26
16066193,20,7/4/14 21:12,0,0,26
16066193,20,7/4/14 21:13,0,0,26
12978020,50,7/4/14 21:14,0,0,18
26541545,15,7/4/14 21:16,0,0,44
21642741,20,7/4/14 21:17,0,0,23
10489810,15,7/4/14 21:20,0,0,30
16286862,20,7/4/14 21:33,0,0,24
14990850,8,7/4/14 21:37,0,0,25
12385366,35,7/4/14 21:42,0,0,32
15221342,25,7/4/14 21:55,0,0,22
23717112,20,7/4/14 22:03,0,0,24
28325091,20,7/4/14 22:10,0,0,24
22844561,20,7/4/14 22:57,0,0,23
6597361,20,7/5/14 6:08,0,0,22
16593230,20,7/5/14 6:41,0,0,26
25935056,10,7/5/14 6:57,0,0,22
28607517,10,7/5/14 7:01,0,0,22
3314125,15,7/5/14 7:03,0,0,32
23133252,10,7/5/14 7:07,0,0,19
5782840,26,7/5/14 7:16,0,0,26
29449181,40,7/5/14 7:49,0,0,22
2501654,1,7/5/14 8:00,0,1,22
7241803,0.25,7/5/14 8:00,0,1,44
7694258,2.5,7/5/14 8:00,0,1,30
8104224,9,7/5/14 8:00,0,1,23
8323186,2,7/5/14 8:00,0,1,30
10089197,0.5,7/5/14 8:00,0,1,25
10342457,3,7/5/14 8:00,0,1,19
10381676,1,7/5/14 8:00,0,1,26
12203570,7.5,7/5/14 8:00,0,1,25
14780962,0.75,7/5/14 8:00,0,1,22
16280538,2.5,7/5/14 8:00,0,1,32
16740270,5,7/5/14 8:00,0,1,26
16758097,1,7/5/14 8:00,0,1,44
17703941,3.5,7/5/14 8:00,0,1,32
18493770,10,7/5/14 8:00,0,1,24
21149074,0.5,7/5/14 8:00,0,1,23
21291298,1.5,7/5/14 8:00,0,1,25
22580409,0.95,7/5/14 8:00,0,1,22
23133252,1,7/5/14 8:00,0,1,19
24186114,2,7/5/14 8:00,0,1,30
24226257,0.5,7/5/14 8:00,0,1,32
24433466,1.5,7/5/14 8:00,0,1,32
25339201,5,7/5/14 8:00,0,1,23
25636412,1.5,7/5/14 8:00,0,1,22
25838958,1,7/5/14 8:00,0,1,19
26020865,0.5,7/5/14 8:00,0,1,19
27691347,12,7/5/14 8:00,0,1,22
27852614,1.5,7/5/14 8:00,0,1,44
27998075,0.5,7/5/14 8:00,0,1,26
28325091,1,7/5/14 8:00,0,1,24
28518133,0.5,7/5/14 8:00,0,1,30
28607517,1,7/5/14 8:00,0,1,22
29395910,13,7/5/14 8:00,0,1,44
29627599,5,7/5/14 8:00,0,1,23
3402642,40,7/5/14 8:04,0,0,25
20633244,20,7/5/14 8:09,0,0,23
25339201,100,7/5/14 8:10,0,0,24
25420033,10,7/5/14 8:17,0,0,31
25643408,50,7/5/14 8:17,0,0,24
24195945,50,7/5/14 8:52,0,0,26
11126286,10,7/5/14 9:02,0,0,26
11524913,20,7/5/14 9:06,0,0,27
25857184,20,7/5/14 9:08,0,0,27
11555748,30,7/5/14 9:08,0,0,45
29627599,5,7/5/14 9:22,0,0,24
14780962,10,7/5/14 9:29,0,0,23
23118291,15,7/5/14 9:37,0,0,24
14679546,20,7/5/14 9:47,0,0,26
26541545,50,7/5/14 10:00,0,0,45
22514262,5,7/5/14 10:00,0,0,45
10089197,10,7/5/14 10:04,0,0,26
14990850,15,7/5/14 10:11,0,0,26
24968345,40,7/5/14 10:39,0,0,19
10089197,16,7/5/14 10:43,0,0,26
13308001,40,7/5/14 10:49,0,0,31
29449181,10,7/5/14 11:33,0,0,23
13233585,100,7/5/14 11:43,0,0,20
14481345,50,7/5/14 12:15,0,0,27
26473124,20,7/5/14 12:30,0,0,23
19620712,5,7/5/14 12:32,0,0,24
29395910,50,7/5/14 12:42,0,0,45
2803645,10,7/5/14 13:03,0,0,19
15221342,30,7/5/14 13:24,0,0,23
20855848,80,7/5/14 14:21,0,0,20
6142669,30,7/5/14 14:25,0,0,25
18493770,200,7/5/14 14:45,0,0,25
12283821,20,7/5/14 14:49,0,0,20
25208151,10,7/5/14 14:51,0,0,25
1983959,10,7/5/14 15:02,0,0,23
21126563,20,7/5/14 15:48,0,0,26
19171538,20,7/5/14 16:10,0,0,24
23951702,20,7/5/14 16:20,0,0,23
13555825,9,7/5/14 16:30,0,0,31
21149074,5,7/5/14 16:33,0,0,24
8059307,10,7/5/14 16:56,0,0,23
4238396,45,7/5/14 17:06,0,0,24
27691347,100,7/5/14 17:58,0,0,23
21642741,10,7/5/14 18:17,0,0,24
26344921,22,7/5/14 18:32,0,0,20
25798344,20,7/5/14 18:34,0,0,20
24549884,50,7/5/14 18:49,0,0,26
8323186,20,7/5/14 18:56,0,0,31
12203570,150,7/5/14 18:57,0,0,26
26047589,15,7/5/14 19:07,0,0,26
3554215,15,7/5/14 19:34,0,0,20
93675,20,7/5/14 20:34,0,0,45
27998075,10,7/5/14 20:57,0,0,27
27998075,5,7/5/14 20:58,0,0,27
26702122,60,7/5/14 20:58,0,0,33
3554215,7,7/5/14 21:06,0,0,20
10342457,60,7/5/14 21:23,0,0,20
16740270,40,7/5/14 21:29,0,0,27
20833066,20,7/5/14 21:38,0,0,24
12385366,35,7/5/14 21:38,0,0,33
14434493,20,7/5/14 21:40,0,0,26
26020865,10,7/5/14 21:45,0,0,20
27852614,30,7/5/14 21:49,0,0,45
23717112,50,7/5/14 21:51,0,0,25
2501654,5,7/5/14 22:04,0,0,23
28325091,10,7/5/14 22:04,0,0,25
27758968,20,7/5/14 22:48,0,0,24
27758968,20,7/5/14 22:48,0,0,24
27747770,40,7/6/14 6:42,0,0,31
274843,40,7/6/14 6:42,0,0,20
27278479,50,7/6/14 7:07,0,0,25
3314125,10,7/6/14 7:16,0,0,33
23118291,12,7/6/14 7:16,0,0,24
26541545,40,7/6/14 7:39,0,0,45
6982027,20,7/6/14 7:43,0,0,23
93675,20,7/6/14 8:00,0,1,45
4238396,2.25,7/6/14 8:00,0,1,24
6142669,1.5,7/6/14 8:00,0,1,25
6982027,1,7/6/14 8:00,0,1,23
8059307,1,7/6/14 8:00,0,1,23
10089197,1.3,7/6/14 8:00,0,1,26
10342457,3,7/6/14 8:00,0,1,20
11126286,1,7/6/14 8:00,0,1,26
11555748,1.5,7/6/14 8:00,0,1,45
12203570,7.5,7/6/14 8:00,0,1,26
13233585,5,7/6/14 8:00,0,1,20
13308001,2,7/6/14 8:00,0,1,31
14481345,2.5,7/6/14 8:00,0,1,27
14780962,0.5,7/6/14 8:00,0,1,23
18493770,10,7/6/14 8:00,0,1,25
19620712,0.5,7/6/14 8:00,0,1,24
20855848,8,7/6/14 8:00,0,1,20
21149074,0.5,7/6/14 8:00,0,1,24
23717112,5,7/6/14 8:00,0,1,25
24968345,2,7/6/14 8:00,0,1,19
25208151,1,7/6/14 8:00,0,1,25
25339201,5,7/6/14 8:00,0,1,24
25420033,0.5,7/6/14 8:00,0,1,31
26020865,0.5,7/6/14 8:00,0,1,20
26344921,2.2,7/6/14 8:00,0,1,20
27747770,2,7/6/14 8:00,0,1,31
27758968,2,7/6/14 8:00,0,1,24
27852614,1.5,7/6/14 8:00,0,1,45
27998075,0.75,7/6/14 8:00,0,1,27
28325091,0.5,7/6/14 8:00,0,1,25
29395910,2.5,7/6/14 8:00,0,1,45
29449181,1,7/6/14 8:00,0,1,23
25420033,10,7/6/14 8:04,0,0,32
16593230,20,7/6/14 8:19,0,0,28
28607517,15,7/6/14 8:19,0,0,24
13148304,70,7/6/14 8:22,0,0,25
13148304,5,7/6/14 8:24,0,0,25
13555825,5,7/6/14 8:55,0,0,32
26473124,20,7/6/14 9:06,0,0,24
13582838,52,7/6/14 9:11,0,0,28
23951702,15,7/6/14 9:25,0,0,24
8059307,10,7/6/14 9:37,0,0,24
14780962,10,7/6/14 10:04,0,0,24
24195945,50,7/6/14 10:16,0,0,27
15221342,30,7/6/14 10:31,0,0,24
5782840,27,7/6/14 10:40,0,0,28
16286862,30,7/6/14 10:57,0,0,26
29395910,30,7/6/14 11:06,0,0,46
7694258,100,7/6/14 11:14,0,0,32
15367175,30,7/6/14 11:31,0,0,21
8266688,300,7/6/14 12:19,0,0,34
11126286,18,7/6/14 12:33,0,0,27
16758097,10,7/6/14 12:37,0,0,46
25838958,20,7/6/14 12:44,0,0,21
14990850,10,7/6/14 12:46,0,0,27
14481345,100,7/6/14 14:11,0,0,28
12203570,150,7/6/14 14:29,0,0,27
25208151,10,7/6/14 14:31,0,0,26
23717112,50,7/6/14 14:42,0,0,26
25643408,30,7/6/14 15:12,0,0,25
16758097,20,7/6/14 15:38,0,0,46
